,productId,productNumber,status,productUpdateDate,owningOrganisationId,owningOrganisationNumber,owningOrganisationName,productName,productDescription,productCategoryId,productImage,boundary,addresses,score,productPixelURL,category,product_types,nextOccurrence
0,610cd5aaa3afd84caf41bd0a,SY0000474,ACTIVE,Wed Feb 01 2023 15:07:40 GMT+0400 (+04),610b875c7799af5d846a37d2,OR0000313,Seychelles Islands Foundation,Aldabra Atoll,"The remote wilderness of Aldabra Atoll, one of Seychelles’ most distant islands, is over 1000 km southwest of the main island of Mahé. Aldabra is one of the world’s largest raised coral atolls comprised of four main islands that rise to an average of only 8 m above sea level. Aldabra is a huge atoll and, at 35 km by 15 km, is the largest of the Seychelles islands.
Famous for its limestone ‘champignon’ terrain, huge population of giant tortoises and relatively pristine marine life, the atoll is a refuge for many endangered and unique species. It is part of a global biodiversity hotspot and one of the world’s natural wonders. Only a small number of people have ever been there, and even fewer have spent more than a few hours at this wild and beautiful atoll. As a remote and fragile atoll ,there are significant logistical challenges in getting  to Aldabra. Designated as a Special Reserve under Seychelles law, SIF operates a limited and strictly controlled tourism policy which supports our objective of protecting the atoll and its biodiversity.  All visitors to the atoll must receive prior authorisation from SIF.",ATTRACTION,"https://assets.parrapi.com/images/ba604622719fafb34ee752bcc3e3eb5c.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Outer', 'island': 'African Banks', 'islandArea': '', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=610cd5aaa3afd84caf41bd0a&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
1,6364dd0e3c27dc333c9cff14,SY0001286,ACTIVE,Wed Nov 09 2022 07:55:57 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Anse Major Nature Trail,"One of Seychelles’ most popular nature trail and is named after the secluded beach which it leads to. This low intensity trail allows one to explore the northwest of the Morne Seychellois National Park. It takes about 70 minutes to reach the end. If you are looking for a swim, to cool down after a hot hike, this is the ideal trail for you. Points of interest include the spectacular view of the turquoise blue sea and Silhouette island. Two other interesting features are, ‘The cave’ (Ros Legliz) formed centuries ago by the collapse of huge granite boulders. According to local history mass was held in and around it for inhabitants living in the area. Near the beach you will come across the beautiful marsh. 
Most of the coastal path passes through ""glacis"" country where boulders and granite ridges dominate. The area contains many endemic plants such as the Wild Vanilla, Café Marron Grande Feuille, the small leaved ‘Bois Calou’, ‘Latanier Millepatte’ palm and the screw pine Vacoa Marron. You will also encounter plenty of birds and since the area used to be a very important agricultural site you will also come across many fruit trees.",ATTRACTION,"https://assets.parrapi.com/images/ecba13664abae6cfd08e6076a2742571.jpeg?rect=0,0,5184,3888&w=280&h=210&rot=360","-4.6216494,55.3915766","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Major Trail', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Belombre', 'city': '', 'state': 'Bel Ombre', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=6364dd0e3c27dc333c9cff14&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
2,61949b369ea1ac6ce5d8691b,SY0000605,ACTIVE,Fri May 12 2023 15:15:58 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Copolia Trail,"Situated in the Morne Seychellois National Park, The Copolia Trail begins at Sans Soucis. It is 1.4km long and is of medium intensity level. It takes the average person one hour to reach the top of the trail, which is ideally a flat inselberg (boulder) 418m wide. The View from there is simply spectacular, overlooking the east coast of the main island up to the country’s international airport. One can also see the many other islands located to the east of Mahe. The trail is covered underneath luxuriant growth of the forest, containing many endemic palms, higher up the area is covered in boulders. Other attractions are, the endemic fauna such as birds and amphibians. Here is your chance to locate the country’s smallest frog and endemic non-venomous snakes. Managed by the Seychelles Parks and Gardens Authority, the trail is well maintained, allowing visitors quick and easy access to the jungle.",ATTRACTION,"https://assets.parrapi.com/images/e2f4e327ce9e64dfc9dac2c759690a51.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.6536709,55.4392503","[{'address_type': 'PHYSICAL', 'address_line': 'Sans Soucis Road', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Bel Air', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=61949b369ea1ac6ce5d8691b&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
3,636a249e4e9f791a15614578,SY0001296,ACTIVE,Fri Jul 21 2023 15:52:54 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Curieuse's Nesting Sea Turtle Trail,"The trail allows you to experience one of the most amazing process in the life cycle of sea turtles. The low intensity trail is 770m long and takes about 45 minutes to reach Curieuse’s most important turtle nesting beach, Grand Anse. As the trail crosses sensitive sea turtle nesting areas, access is limited and is only available under the supervision of a tour guide.
The coastal trail crosses marshes and few hills whilst offering superb view of the beautiful seascape. It is lined up with many endemics such as the famous Coco de Mer, Thief Palm and Wild Coffee plants. Be prepared to give way to the resident giant tortoises that are crossing from one end of the island to the other. Since the island is one which is full of history you will come across many ruins which were once the dwellings of forestry workers.
 Two species of sea turtles nest on the island of Curieuse, the Green and Hawksbill Turtles. The trail will permit you to enjoy seeing these majestic reptiles as they emerge from the sea, digging their nests and laying over one hundred eggs and with luck, you might even sea hatchlings emerging from older nests.",ATTRACTION,"https://assets.parrapi.com/images/1d99ddb6bdab5ed28b2b1f1171bb0f6f.jpeg?rect=0,0,5184,3888&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Curieuse', 'islandArea': '', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=636a249e4e9f791a15614578&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
4,64589ae5aae314794d181d61,SY0001481,ACTIVE,Fri Jul 21 2023 14:12:39 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Glacis Noire Trail,"For an all rounded visit to beautiful Praslin be sure to include a hike in your itinerary. The best hiking trail on the island is in fact the only paying trail, Glacis Noire. This trail is well maintained and provide the perfect journey of discovery, a real living laboratory. Found within the Praslin National Park, the trail is 1.4 km long and it takes the average person 60 minutes to reach the top.
The trail starts at the main road and being an old forestry path, its first section is wide and open and the track is covered with red earth . Here you will see the Island’s endemic Black Parrot, Seychelles Tiger Chameleon, Bronze eyed Gecko, large endemic snails, and other bird species. Praslin is home to the endemic Coco de Mer (Lodoicea maldivica) here you will see this rare tree and the 5 other endemic palms of Seychelles.
If you love the enchantment of palm forests, this trail does not disappoint.  The trail ends at the top where the fire tower is located. Here at the end, the view is spectacular and you will be able to see the many surrounding islands including the Curieuse National Park.",ATTRACTION,"https://assets.parrapi.com/images/4a902ddee0575c8fb00c9e60abccd9b9.jpeg?rect=0,0,5184,3888&w=280&h=210&rot=360","-4.332178974250522,55.7392711776505","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Baie St Anne', 'city': '', 'state': 'Baie Sainte Anne', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=64589ae5aae314794d181d61&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
5,6364a845bc741e08a47db3da,SY0001285,ACTIVE,Wed Nov 16 2022 14:53:11 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Morne Seychellois Nature Trail,"Follow this trail to Seychelles’ Highest peak! Morne Seychellois Nature Trail is the country’s toughest trail, named after the famous Morne Seychellois National Park. The trail begins at Sans Soucis and is 2.3 km long and of high intensity level. It takes around three hours to reach Seychelles’ highest peak of 905m. 

The trail is mostly a steep climb through the beautiful, biodiversity rich jungle and crosses streams, granite boulders and old cinnamon plantation. The narrow peak provides the best view point around Mahe, from east to South and up to the North West, including the many surrounding islands. The trail is filled with endemic flora and fauna, here you will see the amazing carnivorous Pitcher plant, the nocturnal Seychelles Scops Owl, which is found only in this national park; harmless Seychelles Snakes, wild Begonia and one of the World’s smallest frog (Sooglossus sechellensis). The moss-covered forest higher up creates the illusion that you are in an enchanted forest. If you love hiking through dense forest and needs an endurance test this trail is for you, it is indeed Seychelles’ ultimate hiking experience.",ATTRACTION,"https://assets.parrapi.com/images/60f713a4a4cf8dc85cbdef6c2f17df65.jpeg?rect=0,0,5184,3888&w=280&h=210&rot=360","-4.6536709,55.4392503","[{'address_type': 'PHYSICAL', 'address_line': 'Sans Soucis Road', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Bel Air', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=6364a845bc741e08a47db3da&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
6,610a72fea3afd84caf41bced,SY0000467,ACTIVE,Fri Jul 21 2023 15:51:23 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Praslin National Park,"The  Praslin National Park is habitat to a variety of endemic, indigenous and native plants as well as a variety of insects and other animals, such as the Black Parrot, unique to Praslin and its surrounding islets. A visit to the National Park will take you back in time to the Garden of Eden where you will walk past the Coco de Mer (the largest seed in the world). There are a number of short trails dissecting the park, however, there is only one official trail- ‘Glacis Noire’ which is found just before the world heritage site ‘Vallee de Mai’. The view at the end of this trail is breath taking! Here you will discover many of the islands neighboring Praslin, example, Curieuse, Aride, La Digue and Fregate.

The Praslin National Park was established in 1979 and is the second largest terrestrial National Park in the Seychelles. It is located on the second largest island, Praslin. It covers a total surface area of 324 ha of the upper lands of Praslin and includes the World Heritage site of the Vallée de Mai. Its altitude ranges from 80 meters in the ravines to 367m at the highest point of the island.",ATTRACTION,"https://assets.parrapi.com/images/989d90da732c10a050f0bd5cd7cefd57.jpeg?rect=0,0,5184,3888&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Baie St Anne', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=610a72fea3afd84caf41bced&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
7,61960288f9143e5021ee79b1,SY0000606,ACTIVE,Tue Oct 18 2022 10:37:12 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,The Botanical Garden,"The Botanical Garden, located close to the capital Victoria, provides visitors a quick and easy access to nature. The most popular attraction of the beautiful garden is the giant tortoises which one can feed. Although it started as an agricultural station in 1901, by the middle of the twentieth century the Botanical Garden had become a public park with added landscaping skills providing a more beautiful Garden for its visitors. One of the most visited conservation site in the country, the garden is very popular with locals and tourists alike. The many attractions of the garden include Coco de Mer plants, a huge variety of ornamental and native plants, the Thai and Chinese Gardens. This beautiful ex-situ conservation site, provides a relaxing setting as well as fantastic photo opportunities. The Botanical Garden is a national monument and was established in 1901 by a Mauritian agronomist, P R Dupont, during a time of renewed interest in agriculture. 
The First Plant Collection were timber trees, palms, spices, fruit trees, aromatic plants and anything that proved of value to the colony and particularly species. Mr Dupont remained the director of the station until his retirement in 1934.",ATTRACTION,"https://assets.parrapi.com/images/99ea58ccbaeb7ad79b910225ffe7776b.jpeg?rect=314,0,3392,2544&w=280&h=210&rot=360","-4.632268499999999,55.4601425","[{'address_type': 'PHYSICAL', 'address_line': 'Mont Fleuri Road', 'address_line2': 'Botanical Garden', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Mont Fleuri', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=61960288f9143e5021ee79b1&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
8,6371eae9cee03c6cf46794d3,SY0001304,ACTIVE,Fri Jul 21 2023 15:50:50 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Trois Freres Nature Trail,"The Trail is named after the three mountains overlooking the capital, Victoria. Trois Freres means three brothers. If you are looking for an easy up mountain walk and splendid view of Victoria, this is the trail for you! The trail was in the past used for pilgrimage on good Friday and this is why a cross is found at the summit. The 1.4 km long trail begins off the Sans Soucis Road, near the Forestry Office and passes through a village.  It then continues through a forest of tall trees. Further up, the forest is replaced by bushes of Cocoplum, here the vegetation is clear enough for you to get a first panoramic view over the East coast. 
As you go up, you will be mesmerized by the carnivorous Pitcher Plant. The trail ends after a flat path which leads to a small shelter (kiosk). From here you can enjoy a panoramic view over Victoria, the East coast and the distant islands.  The surrounding cliffs are perfect nesting sites for the graceful White Tropic Bird. Other interesting fauna that you may encounter along the way are the harmless Seychelles snakes, insects, birds and molluscs.",ATTRACTION,"https://assets.parrapi.com/images/a916e3075cbbf4ddea1d8bb25297f73d.jpeg?rect=0,0,4032,3024&w=280&h=210&rot=360","-4.6536709,55.4392503","[{'address_type': 'PHYSICAL', 'address_line': 'Sans Soucis', 'address_line2': ""Seychelles Parks and Gardens Authority's Forestry Office"", 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Bel Air', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=6371eae9cee03c6cf46794d3&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
9,610b8816b414e0666c999b34,SY0000471,ACTIVE,Fri Mar 17 2023 10:56:18 GMT+0400 (+04),610b875c7799af5d846a37d2,OR0000313,Seychelles Islands Foundation,Vallée de Mai,"A living remnant of the ancient palm forests on Praslin, the Vallée de Mai is the green heart of Praslin Island and contains the Seychelles’ largest intact forest of the endemic coco de mer palm.
At only 19.5ha the Vallée de Mai is one of the world’s smallest natural UNESCO World Heritage Sites and millions of years of isolation have led to the evolution of many unique species in this forest that are found nowhere else in the world. 
A free information leaflet is distributed to every visitor on their entrance to the Vallée de Mai, which includes a map of the paths of the Vallée de Mai and a guide and checklist to common species. There are several possible walking routes around the Vallée de Mai and their distances vary from ca. 1.5 km to ca. 4 km. The Vallée de Mai offers a unique experience every day so it is always a good time to visit, and should it rain the palm forest will shelter you!",ATTRACTION,"https://assets.parrapi.com/images/52f3d971459fb376bcd324fb37fd4a9f.jpeg?rect=0,1,2048,1536&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Grand Anse', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=610b8816b414e0666c999b34&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,NATATTRACT,
0,62b3ffd6df74f70bcf3f380b,SY0000935,ACTIVE,Tue Oct 18 2022 10:34:05 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Biodiversity Centre,"If you enjoy long leisurely walks, gardens, nature, the outdoors and photography, the Biodiversity Centre is the place for you. The 17 hectares centre, located on the west coast of Mahe Island allows visitors to experience the vegetation of different ecosystems present in Seychelles. It contains a number of gardens such as the “Scent Garden”, “Palm Forest” and “Succulent Garden”. The huge plant conservation centre, located near the main road, boasts at least 115 different plants of which 29 are of endemic species. The Biodiversity Centre enables Seychelles to continue its leading role in the conservation of biodiversity and to reinforce development of ecotourism in Seychelles.
Visiting the Palm Forest, located near the entrance will take you back in time to the Garden of Eden. Here you will discover all the six endemic palms of the country, including the famous Coco de Mer. The Centre is vast but the flat terrain permits everyone to access all its corners and gardens. The Biodiversity Centre offers great photo opportunities.
The Biodiversity Centre is a 30-minute drive from Victoria via the La Misere road. Do contact us if you require any of our services or assistance; photoshoots, picnics, plants, tree planting or visits.",ATTRACTION,"https://assets.parrapi.com/images/e552e240fc48514e307b79b7977c62fa.jpeg?rect=0,0,3042,2282&w=280&h=210&rot=360","-4.683438,55.454292","[{'address_type': 'PHYSICAL', 'address_line': 'Barbarons', 'address_line2': 'Biodiversity Centre', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Grand Anse', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=62b3ffd6df74f70bcf3f380b&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,PKGDNCEM,
1,6114e452e1ee5c56d5ad9791,SY0000486,ACTIVE,Fri May 12 2023 15:18:34 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,Curieuse Marine National Park,"A sanctuary for flora and fauna, Curieuse Marine National Park, designated 11th June 1979, brings you as close to nature as anyone could wish. Curieuse Island is home to a significant collection of Seychelles' endemic species, from giant tortoises and endemic birds, to the world’s biggest nut, the legendary coco de mer. Visitors to this paradise are offered an array of outdoor experiences. One can follow the guided nature trails, bird watching, barbeques, snorkeling and diving. One of the most interesting areas of the island is the mangrove swamp bordering Baie Laraie. The island is regularly visited by nesting sea turtles. During the nesting period, a large number of small turtles can be seen outside the remains of the causeway at Baie Laraie. 
Curieuse Island has in the past been used as a place to quarantine leprosy sufferers, for almost a hundred years. Today, the ruins of the leprosarium, including national monument, the Doctor House still stands on the shores of Anse Jose. A visit to the marine park will not be complete without admiring the coral reef life. A dive or snorkeling in the park will ensure an encounter with a number of spectacular marine species.",ATTRACTION,"https://assets.parrapi.com/images/349debc6cf04ce0d7b3f524722e7ddaf.jpeg?rect=0,0,3968,2976&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Curieuse', 'islandArea': '', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=6114e452e1ee5c56d5ad9791&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,PKGDNCEM,
2,61960288f9143e5021ee79b1,SY0000606,ACTIVE,Tue Oct 18 2022 10:37:12 GMT+0400 (+04),610a71b1b883d9361a859fd0,OR0000312,Seychelles Parks and Gardens Authority,The Botanical Garden,"The Botanical Garden, located close to the capital Victoria, provides visitors a quick and easy access to nature. The most popular attraction of the beautiful garden is the giant tortoises which one can feed. Although it started as an agricultural station in 1901, by the middle of the twentieth century the Botanical Garden had become a public park with added landscaping skills providing a more beautiful Garden for its visitors. One of the most visited conservation site in the country, the garden is very popular with locals and tourists alike. The many attractions of the garden include Coco de Mer plants, a huge variety of ornamental and native plants, the Thai and Chinese Gardens. This beautiful ex-situ conservation site, provides a relaxing setting as well as fantastic photo opportunities. The Botanical Garden is a national monument and was established in 1901 by a Mauritian agronomist, P R Dupont, during a time of renewed interest in agriculture. 
The First Plant Collection were timber trees, palms, spices, fruit trees, aromatic plants and anything that proved of value to the colony and particularly species. Mr Dupont remained the director of the station until his retirement in 1934.",ATTRACTION,"https://assets.parrapi.com/images/99ea58ccbaeb7ad79b910225ffe7776b.jpeg?rect=314,0,3392,2544&w=280&h=210&rot=360","-4.632268499999999,55.4601425","[{'address_type': 'PHYSICAL', 'address_line': 'Mont Fleuri Road', 'address_line2': 'Botanical Garden', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Mont Fleuri', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=61960288f9143e5021ee79b1&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,PKGDNCEM,
0,642a9dd2f3d41272f8b09137,SY0001435,ACTIVE,Thu Jul 27 2023 11:07:16 GMT+0400 (+04),642a9c31db10194b64ef77d1,OR0001112,Coco de Mer collection,Coco de Mer Collection,"The Coco de Mer Collection creates parfums made with 100% Natural Coco de Mer extract. Our 4 fragrances for men and women take the extract of the Coco de Mer which is made in our factory and shop in Au Cap and blends it with natural essential oils to make the perfumes. 
We first noticed a scent emanating from the Coco de Mer as they came in from the outer islands still in their husk. After almost 2 years of R&D we were able to register the first seychelles patent for the extraction of this wonderful fragrance. 
If you visit our factory you will be able to see the Coco de Mer nuts being cut open and also try some of the coco de mer yourself",ATTRACTION,"https://assets.parrapi.com/images/894f62b619c77b612afd3d8b6ba9f0bd.jpeg?rect=96,0,2304,1728&w=280&h=210&rot=360","-4.710736766924666,55.51923751831055","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Au Cap', 'city': 'Pointe Au Sel', 'state': 'Au Cap', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=642a9dd2f3d41272f8b09137&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,SHOPPING,
1,612db3ec1579c65d9052d802,SY0000505,ACTIVE,Fri May 12 2023 15:22:13 GMT+0400 (+04),61137f47b883d9361a85a00f,OR0000323,Seychelles Heritage Foundation,Domaine de Val de Près,"Located at Au Cap, the Domaine de Val des Près is a Traditional Creole Village which promotes the Seychellois Cultural Heritage, depicting the various activities that may be found in a traditional estate. 

Centred around the Maison de Planteur, or the house of the plantation owner with its outside peripherals such as traditional kitchen, servant’s quarter and other amenities pertinent to the colonial era of the 18th - 19th century, this showcase of traditional Seychellois life in the early days of the history of Seychelles, is an example of the ways in which the culture of Seychelles may be seen today.

In addition, Domaine De Val Des Près houses a famous traditional restaurant and various artisanal kiosks, designed and built using architectural elements that blend well with the main plantation house.

Visitors may visit this estate and get the chance to experience this unique journey into a traditional Seychellois cultural setting.",ATTRACTION,"https://assets.parrapi.com/images/d766a316f7914e8efe9abbfa2fca30c2.jpeg?rect=356,0,5648,4236&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': 'St Roch Estate', 'address_line2': 'Domaine De Val des Pres', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Au Cap', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=612db3ec1579c65d9052d802&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,SHOPPING,
2,630602419ffa0f49aa1606a8,SY0001180,ACTIVE,Tue Aug 22 2023 09:20:04 GMT+0400 (+04),63060144ed44601dea4b0b35,OR0000958,EDEN ART SPACE - ARTERIAL NETWORK SEYCHELLES,Eden Art Space Gallery,"Eden Art Space is currently the largest contemporary art gallery in Seychelles, promoting and selling artworks for emerging and established artists who work and live in Seychelles.  

It also serves as a creative space (e.g. Art and craft workshops, meet the musician/ artist/ actor, themed evenings), for students, art lovers and families. 

It is run by Arterial Network Seychelles – an Art NGO rooted in a recognition of the vital role that the arts have to play in the health of a society.  

Its role extends beyond individual personal development, to supporting artists as a collective, with many affiliated members. The organisation encompasses social and economic development. Setting ‘Cultivating Culture’ as the vision, the organisation believes that the arts are an integral part of the cultural life of the community. 

Eden Art Space provides the opportunity for Arterial Network Seychelles to operate a modern and professional gallery which will benefit the sector by setting new and professional standards.",ATTRACTION,"https://assets.parrapi.com/images/932ccd49f8e13d54aa307f124033bd1f.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.640675377552388,55.47633156180382","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Eden Island', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Eden Island', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=630602419ffa0f49aa1606a8&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,SHOPPING,
3,649a9cf93b3a4d2a42c40830,SY0001627,ACTIVE,Tue Jun 27 2023 12:32:41 GMT+0400 (+04),649a9cbc71381b5dfe2f8e2a,OR0001226,Kokosye Boutique,Kokosye Boutique,"If you're looking for some unique and authentic gifts to take home from your trip to La Digue island, you should definitely check out the souvenir shop at the centre of the island. They have a great selection of locally-made hats, bags, jewellery and other products that showcase the culture and craftsmanship of the islanders. You can find something for everyone, whether you want a straw hat to keep the sun off your face, a colourful bag to carry your essentials, a necklace made of shells or coral, or any other item that catches your eye. Don't miss this opportunity to support the local economy and get some amazing souvenirs!",ATTRACTION,"https://assets.parrapi.com/images/2f74c1b5dd60f6bc5136ebe45310ca81.jpeg?rect=0,0,4096,3072&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=649a9cf93b3a4d2a42c40830&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,SHOPPING,
4,645a66050c1e4e4ef3d0275d,SY0001496,ACTIVE,Thu May 18 2023 09:25:44 GMT+0400 (+04),645a6537f08cd63e7b30d46b,OR0001129,NJFLOWERS HANDMADE GIFTS,NJFLOWERS HANDMADE GIFTS,"Set  in the garden of  a beautiful sea side house  along the coastal road of Port  Glaud, next to "" Presidents  Village  , Orphans  Home, ""  NJFlowers is  a  hand craft business of tropical and exotic  souvenir items  of hand made  crochet  with real  seashells washed on the Port  Glaud  beach  by the waves  in front of the house, a large  variety  of other  hand made crochet  souvenirs, fresh flowers, potted plants and handmade crochet flowers with  conjustive prices for children, and adults alike.  Nadege and Jessica  look forward to welcome you.",ATTRACTION,"https://assets.parrapi.com/images/355936c1fa3b1874d8bec78980eab802.jpeg?rect=0,186,3050,2288&w=280&h=210&rot=360","-4.6571309,55.4096056","[{'address_type': 'PHYSICAL', 'address_line': 'Port Launey Rd', 'address_line2': 'Unit near ""The President\'s Village""', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Port Glaud', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1.0,https://api.parrapi.com/pixel?productId=645a66050c1e4e4ef3d0275d&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API,ATTRACTION,SHOPPING,
