,productId,productNumber,status,productUpdateDate,owningOrganisationId,owningOrganisationNumber,owningOrganisationName,productName,productDescription,productCategoryId,productImage,boundary,addresses,score,productPixelURL
20,60599cd0f389e70812665d5c,SY0000147,ACTIVE,Thu Jun 01 2023 08:31:10 GMT+0400 (+04),605979abdd398e69cc218457,OR0000049,Le Relax Hotel and Restaurant ,Le Relax Luxury Lodge,"The six deluxe luxury signature chalets romantic view offers lighthearted relax tropical days soften into intoxicating nights packed with pleasure and punctuated with dreamlike sunset and always be at ease on soft white sand beneath your toes and hear to the whisper of the ocean lapping the shoreline just a pebble’s throw away.

We offer enriched stylish yet informal dining experience with stimulating blends of Creole taste, International & Indian to suite your flavor and appetite. To cater to your demand with the flexibility to indulge your palate beyond the confines of a restaurant Menu and served with Le Relax flair. The guest may opt for choice to dine in the privacy of his own villa by ordering room service.",ACCOMM,"https://assets.parrapi.com/images/358b2cf7817b79c7d3005414c2e8bf67.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.3590972,55.8412424","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Gaulette, La Digue, Seychelles', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': 'Baie Lazare', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=60599cd0f389e70812665d5c&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
21,6100e89b7c28aa3cdf45fe2b,SY0000447,ACTIVE,Tue Nov 22 2022 14:28:37 GMT+0400 (+04),6100e755b5320316f1ae0453,OR0000291,Le Repaire Boutique Hotel and Italian Restaurant,Le Repaire Boutique Hotel,"Overlooking the Indian Ocean, Le Repaire Boutique Hotel features a small outdoor pool and elegant rooms. Offering views towards Praslin Island, it has a restaurant and is 5 minutes’ walk from La Digue’s village centre. 

Fitted with a private balcony, each room at Le Repaire is decorated with modern furniture and all come with a private bathroom and a seating area. Some rooms offer ocean views.

The restaurant offers a menu based on Italian delicacies with a local Seychelles twist. Facing the sea, it is open for both lunch and dinner. Coffee shops and grocery stores can be found in the surrounding area.

Le Repaire offers a private garden, and the staff can also organize fishing and diving excursions. Visits to the surrounding islands can be arranged upon request.

The ferry pier is less than 10 minutes’ walk away, while bicycle rental can be found very close to the property.",ACCOMM,"https://assets.parrapi.com/images/e94a3df42049ea268c235ffa595b9935.jpeg?rect=490,0,2921,2191&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=6100e89b7c28aa3cdf45fe2b&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
22,649e755fec024a2750ed7316,SY0001685,ACTIVE,Mon Oct 09 2023 14:24:24 GMT+0400 (+04),649e742218cbf41b911b4760,OR0001282,Les Lauriers Eco-Lodge,Les Lauriers Eco Hotel- Praslin,"Step into the essence and spirit of Laurier Eco Hotel, a family-run oasis that has been delighting guests for over 20 years. In 2019, owners Edwin and Sybille embarked on a remarkable journey, transforming the Hotel into an extraordinary haven of eco-friendly bliss. With a deep dedication to preserving the environment and showcasing authentic local treasures, every aspect of your stay here is infused with a genuine sense of sustainability and community. From our thoughtfully designed accommodations to our locally sourced culinary delights, we invite you to immerse yourself in an unparalleled eco-friendly experience that will awaken your spirit and leave an indelible mark on your being. Welcome to Laurier Eco Hotel, where passion for nature and authenticity intertwine to create an unforgettable sanctuary.",ACCOMM,"https://assets.parrapi.com/images/0a5e2d8fcf9d45ea4a1d0d12be038c3a.jpeg?rect=0,941,3000,2250&w=280&h=210&rot=360","-4.315432067748374,55.744734061774125","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Hotel', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Baie St Anne', 'city': 'Cap Samy', 'state': 'Baie Sainte Anne', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=649e755fec024a2750ed7316&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
23,6112535bb7b5f209c1e28104,SY0000481,ACTIVE,Mon Aug 07 2023 09:16:32 GMT+0400 (+04),611251a3b5320316f1ae04fc,OR0000320,"Mango House Seychelles, LXR Hotels & Resorts","Mango House Seychelles, LXR Hotels & Resorts","Mango House is a contemporary and intimate home, providing the backdrop to a multi-layered experience. Creative ingenuity, expansive views enveloped in the rugged nature of the Seychelles. Rooted in the South of Mahé, Mango House sits in her very own bay of  Anse Aux Poules Bleues “Bay of the Blue Chickens”. Mango House has an abundance of stories to be told, thanks to its original owner Gian Paolo Barbieri, world famous fashion & life photographer whose curiosity for travel led him to the Seychelles where he had built three of his homes on Mahé of which Mango House was his last.
All 41 of our spaces have ocean views and a sun-kissed balcony or terrace, as well as distinctive natural décor showcasing the rugged natural beauty of the Seychelles.",ACCOMM,"https://assets.parrapi.com/images/371396e0cd9334fa6b0e6b24c818bc16.jpeg?rect=453,0,7285,5464&w=280&h=210&rot=360","-4.743499763287124,55.47382738548887","[{'address_type': 'PHYSICAL', 'address_line': 'Anse Poules Bleues', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Baie Lazare', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=6112535bb7b5f209c1e28104&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
24,649af5ca5b295e258dc919d7,SY0001655,ACTIVE,Thu Jun 29 2023 22:50:43 GMT+0400 (+04),649af52771381b5dfe2f8e96,OR0001253,Moonlight Beach Villa,Moonlight Beach Villa,"Located at the seafront of La Passe on La Digue Island, Moonlight Beach Villa overlooks the bay and Praslin Island. The small hotel boasts a restaurant.

The classically decorated rooms offer mountain or sea views and are equipped with air-conditioning, flat-screen TV and minibar.

Creole cuisine with Asian and continental influences can be enjoyed at the restaurant.

Moonlight Beach Villa has a garden, a gift shop and a 24-hour front desk. Laundry and ironing services are offered and to explore the surroundings, bicycle rental can be arranged.

The hotel is within 5 minutes' walk from the Inter Island Ferry and the popular Anse Source d'Argent Beach is 2.7 km away.

This is our guests' favourite part of La Digue, according to independent reviews.",ACCOMM,"https://assets.parrapi.com/images/e14e9e590e94ba01801e5c11b46752ff.jpeg?rect=0,0,4032,3024&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=649af5ca5b295e258dc919d7&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
25,626eadd0bb7904020e0ebb44,SY0000875,ACTIVE,Tue Sep 12 2023 14:46:19 GMT+0400 (+04),62695feb1df4c236452f0d14,OR0000648,Mountain View Hotel,Mountain View Hotel,"Mountain View Hotel is a great hideout, with a breathtaking mountain view.  Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the La Digue Island part of the Seychelles Islands, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Anse Source d'Árgent beach. The property is packed with in-house facilities to improve the quality and joy of your stay.",ACCOMM,"https://assets.parrapi.com/images/cdf74af6614490ffffc4ba89917fef9d.jpeg?rect=221,0,3541,2656&w=280&h=210&rot=360","-4.364207155873734,55.83372920751572","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Unit', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': 'La Digue', 'state': 'La Digue', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=626eadd0bb7904020e0ebb44&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
26,62c417c178476d150647dca0,SY0000965,ACTIVE,Thu Jul 27 2023 11:08:52 GMT+0400 (+04),62c4169bbc8fc123df29f535,OR0000716,Oasis Hotel Restaurant & Spa,Oasis Hotel Restaurant & Spa,"Three star boutique hotel, ideally located near Praslin airport with well furnished rooms, a fine dining multicuisine restaurant that serves creole and international cuisine. 

The Fountain Pool bar, also called ""luxury under the sun"", caters to local and international beverages very uniquely designed and facing the mountains of Praslin Oasis Hotel.",ACCOMM,"https://assets.parrapi.com/images/3acae590ee3d7231ba7285709a0059c4.jpeg?rect=147,0,2355,1766&w=280&h=210&rot=360","-4.324656618220468,55.70870339870453","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Oasis Hotel', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Grand Anse', 'city': 'Grand Anse', 'state': 'Grand Anse Praslin', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=62c417c178476d150647dca0&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
27,62d100144da8882b97286f36,SY0001048,ACTIVE,Tue Jun 13 2023 08:18:45 GMT+0400 (+04),62d0fd7fdb4d49222e64c415,OR0000816,Patatran Village Hotel,Patatran Village Hotel,"Patatran Hotel offers a unique atmosphere of peace and tranquility. The hotel is located at Anse Patates.

While staying here at the hotel you may visit the renowned beaches of La Digue Island; Anse Patates, Anse Severe, Anse Source D'argent, Grand Anse, and Petite Anse. These beaches can be reached by foot, bicycle, or taxi.",ACCOMM,"https://assets.parrapi.com/images/6e79dacdbf7cece99eab560f1547abcf.jpeg?rect=0,0,2048,1536&w=280&h=210&rot=360","-4.3382258,55.8342132","[{'address_type': 'PHYSICAL', 'address_line': 'Patatran', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=62d100144da8882b97286f36&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
28,64035eb3f59dc96ac175a8e1,SY0001403,ACTIVE,Fri Jun 09 2023 08:14:54 GMT+0400 (+04),64035dd89994cc1382e2ccbc,OR0001098,Valmer Resort,Valmer Resort,"Valmer Resort is a luxury establishment nestled in the heart of Baie Lazare, located on the southern-coast, the most untouched part of Mahe Island. The Resort is just a few minutes walk from the sweeping Baie Lazare white sandy beach.

The Hotel has undergone extensive refurbishment and renovation over the years, by renovating the public area, rooms and introducing new facilities including a new gym and Frangipani Spa offering massages, facials and nail care from expert Balinese spa therapists.",ACCOMM,"https://assets.parrapi.com/images/6666f5cbb6fc8365f688455c387df641.jpeg?rect=300,0,4809,3607&w=280&h=210&rot=360","-4.756113967555429,55.48360850787354","[{'address_type': 'PHYSICAL', 'address_line': 'West Coast Road', 'address_line2': '', 'islandType': 'Inner', 'island': 'Mahe', 'islandArea': 'Baie Lazare', 'city': 'Grand Anse Village', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=64035eb3f59dc96ac175a8e1&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
29,649aeecb74b4e26d387607fd,SY0001653,ACTIVE,Tue Jun 27 2023 19:20:06 GMT+0400 (+04),649aee52f08cd63e7b30d788,OR0001250,Villa Authentique,Villa Authentique,"Welcome to Villa Authentique, nestled on the enchanting La Digue island. Experience the perfect blend of convenience and tropical charm as our resort offers all the facilities you need right at your fingertips. Adorned with tropical-inspired decor and modern furnishings, our fully air-conditioned rooms provide a comfortable sanctuary. Indulge in culinary delights at our spacious restaurant, offering a delightful menu to satisfy your cravings. Unwind in style with hot water facilities ensuring a refreshing and relaxing stay. Discover the essence of island living at Villa Authentique, where comfort meets authenticity in a tropical paradise.",ACCOMM,"https://assets.parrapi.com/images/ae565683e7073ec16f5415bc3dc6c5db.jpeg?rect=0,875,3000,2250&w=280&h=210&rot=360","-4.349547273583883,55.83036985373688","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': '', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'La Passe', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=649aeecb74b4e26d387607fd&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
30,64a438588a5b632e9f16054d,SY0001751,ACTIVE,Tue Jul 04 2023 20:18:00 GMT+0400 (+04),64a437f071381b5dfe2f9092,OR0001351,Villa de Mer Hotel ,Villa de Mer Hotel,"If you're looking for a cozy place to stay on Praslin, you might want to check out Villa de mer. It's a small hotel with a restaurant that has a great view of the sea. You can enjoy the beach, the swimming pool, and the friendly staff who will make you feel at home. Villa de mer is located at Amitie, a quiet and peaceful area of the island. It's the perfect spot to relax and unwind.",ACCOMM,"https://assets.parrapi.com/images/45fc71db5d9ff60d02f65f3f5998aa27.jpeg?rect=0,0,4032,3024&w=280&h=210&rot=360","-4.679574,55.491977","[{'address_type': 'PHYSICAL', 'address_line': 'Amitie', 'address_line2': 'small hotel ', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Grand Anse', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=64a438588a5b632e9f16054d&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
31,649aeb63d2e2fe67524192ba,SY0001650,ACTIVE,Tue Jul 04 2023 08:29:43 GMT+0400 (+04),649aeaa618cbf41b911b4699,OR0001247,Villa Veuve La Digue,Villa Veuve La Digue,"The Villa Veuve is situated at Anse Reunion, on La Digue. It’s five minutes to the famous beach Anse Source d’Argent by bicycle. Villa Veuve is located right in the nature of the so-called Veuve Reserve.  We are situated 2 minute walk away from the Veuve reserve, which the Paradise Flycatcher Bird has adopted for their only habitat in the Seychelles.

Nested in lush vegetation, one can experience cool fresh breeze, fresh fruits and vegetables.

The Villa Veuve Hotel consists of 20 Rooms which are all very spacious and classically decorated. It provides the tranquillity and relaxation you expect during your well-earned holidays. 

Join us at Villa Veuve for an authentic Creole hospitality.",ACCOMM,"https://assets.parrapi.com/images/e1df8413b80d3e5bf8f3d6230913796d.jpeg?rect=515,0,3067,2300&w=280&h=210&rot=360","-4.3651687,55.83289869999999","[{'address_type': 'PHYSICAL', 'address_line': '', 'address_line2': 'Small Hotel', 'islandType': 'Inner', 'island': 'La Digue', 'islandArea': 'Anse Reunion', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=649aeb63d2e2fe67524192ba&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
32,60599a7665000407f46d4e77,SY0000146,ACTIVE,Tue Jul 04 2023 08:26:52 GMT+0400 (+04),605999dfa9f5d027b22d583e,OR0000050,VILLAGE DU PECHEUR ,VILLAGE DU PECHEUR,"Located right on Cote D’Or beach on the island of Praslin, Village du Pecheur offers to the most discerning guest a unique tropical island holiday experience.

The Villa offers spacious, air-conditioned rooms with a balcony or patio overlooking to the crystal clear blue seas of the Indian Ocean.  The Villa offers 10 beach double rooms,2 Junior Suites, and 2 luxury suites. (beachside)",ACCOMM,"https://assets.parrapi.com/images/77a71e72c6343ce308b9dd9acea39769.jpeg?rect=0,1127,3000,2250&w=280&h=210&rot=360","-4.314811199999999,55.744842","[{'address_type': 'PHYSICAL', 'address_line': ""Cote D'Or Esplanade"", 'address_line2': '19 ', 'islandType': 'Inner', 'island': 'Praslin', 'islandArea': 'Baie St Anne', 'city': '', 'state': '', 'postcode': '', 'country': 'Seychelles'}]",1,https://api.parrapi.com/pixel?productId=60599a7665000407f46d4e77&distributorId=5f452f5e6b6fbb21dff8dd49&language=en&syndicationMethod=API
